"id","id.ssh","label","source.label","id.source","label.clean"
46713,"vdLMD2","Stanford NLP Group: CoreNLP","TAPoR","104","Stanford NLP Group: CoreNLP"
46716,"V4X9ed","Stanford NLP Group: Named Entity Recognizer","TAPoR","105","Stanford NLP Group: Named Entity Recognizer"
46719,"RTjrhD","Stanford NLP Group: Part-of-Speech Tagger","TAPoR","106","Stanford NLP Group: Part-of-Speech Tagger"
46721,"L0lPLb","Stanford NLP Group: Stanford Parser","TAPoR","107","Stanford NLP Group: Stanford Parser"
46723,"lCeGCH","Stanford NLP Group: Stanford Phrasal","TAPoR","108","Stanford NLP Group: Stanford Phrasal"
46725,"9SQ4M5","Stanford NLP Group: Stanford Tokenizer","TAPoR","109","Stanford NLP Group: Stanford Tokenizer"
46727,"LismtE","Stanford NLP Group: Stanford Topic Modelling Toolbox","TAPoR","110","Stanford NLP Group: Stanford Topic Modelling Toolbox"
46731,"DyYFfp","Stanford NLP Group: Stanford Tregex and Tsurgeon","TAPoR","111","Stanford NLP Group: Stanford Tregex and Tsurgeon"
46733,"AIhwpV","Stanford NLP Group: Stanford Word Segmenter","TAPoR","142","Stanford NLP Group: Stanford Word Segmenter"
46735,"nLo3YI","Stanford Sentiment Analysis","TAPoR","472","Stanford Sentiment Analysis"
46738,"TZ2lS7","Stanford Vis Group: Data Wrangler","TAPoR","113","Stanford Vis Group: Data Wrangler"
46740,"qUZguv","Stanford Vis Group: Protovis","TAPoR","114","Stanford Vis Group: Protovis"
46744,"LcpuyC","STAP","TAPoR","398","STAP"
35889,"zh8f0u","StarNet \| MicroSurvey Software","SSK Zotero Resources","DSDTVKTA","StarNet \\| MicroSurvey Software"
46748,"VG8sSv","STASEL (Stylistic Treatment at the Sentence Level)","TAPoR","270","STASEL \(Stylistic Treatment at the Sentence Level\)"
36876,"fs8Li3","STATA webpage","SSK Zotero Resources","2PCNPUUG","STATA webpage"
46750,"MQnyM6","StatCrunch","TAPoR","1476","StatCrunch"
46752,"PsGYHu","Statistical Lab","TAPoR","1475","Statistical Lab"
46753,"GsP0EZ","Statistical Package for the Social Sciences (SPSS)","TAPoR","1588","Statistical Package for the Social Sciences \(SPSS\)"
46755,"jOtRWJ","Statwing","TAPoR","879","Statwing"
46758,"x9zF2R","Stemming and Lemmatization using NLTK","TAPoR","664","Stemming and Lemmatization using NLTK"
46759,"IMqx3Q","Stories Matter","TAPoR","1133","Stories Matter"
46762,"jewYHA","StoryKit","TAPoR","1153","StoryKit"
46764,"6kBCsI","StoryMapJS","TAPoR","855","StoryMapJS"
46767,"orikic","STRAP 2.0","TAPoR","420","STRAP 2.0"
46769,"eDFgQe","stylo","TAPoR","774","stylo"
28609,"6Ypavd","Substance","TAPoR","991","Substance"
15267,"YHMSNq","Summarize","Language Resource Switchboard","Summarize","Summarize"
46776,"Wg8i9b","Sumo Paint","TAPoR","1491","Sumo Paint"
46779,"TlOGV8","Superfastmatch","TAPoR","1440","Superfastmatch"
46780,"bmGhvI","Survey Daddy","TAPoR","929","Survey Daddy"
46782,"D5sHvO","Survey Monkey","TAPoR","1300","Survey Monkey"
40785,"AfVE0o","SurveyCodings","SSHopencloud Service Catalogue","571","SurveyCodings"
46785,"bCosM9","SUSS (Sunderland University SENSEVAL System)","TAPoR","429","SUSS \(Sunderland University SENSEVAL System\)"
46788,"0IEAKM","SwiftRiver","TAPoR","521","SwiftRiver"
46795,"LKNS93","SylvaDB","TAPoR","741","SylvaDB"
47033,"pMHFd2","T-PEN","TAPoR","176","T-PEN"
47036,"CInBcH","T-PEN (Transcription for Paleographical and Editorial Notation)","TAPoR","1206","T-PEN \(Transcription for Paleographical and Editorial Notation\)"
46827,"OkMq3c","T.A.P (Text Analysis Program)","TAPoR","400","T.A.P \(Text Analysis Program\)"
46798,"u33Vfd","TABARI (Text Analysis By Augmented Replacement Instructions)","TAPoR","262","TABARI \(Text Analysis By Augmented Replacement Instructions\)"
46801,"BxLcu1","Tabello","TAPoR","693","Tabello"
46802,"j961M3","Table 2 Net","TAPoR","632","Table 2 Net"
46805,"4fZFd5","Tableau Public","TAPoR","378","Tableau Public"
46808,"54Aa5Z","TACT (Text Analysis Computing Tools)","TAPoR","199","TACT \(Text Analysis Computing Tools\)"
46812,"zpXUCB","TACTweb 1.0","TAPoR","231","TACTweb 1.0"
48411,"w6OC9p","TaDiRAH Taxonomy of Digital Research Activities in the Humanities",NA,NA,"TaDiRAH Taxonomy of Digital Research Activities in the Humanities"
46813,"a9Pdzh","TagClouder","TAPoR","633","TagClouder"
46816,"uVcV5V","TagCrowd","TAPoR","115","TagCrowd"
15268,"cdKbsx","Tagger NLTK","Language Resource Switchboard","Tagger%20NLTK","Tagger NLTK"
46820,"YWXWA6","TAGS (Twitter Archiving Google Spreadsheet) v5.1","TAPoR","468","TAGS \(Twitter Archiving Google Spreadsheet\) v5.1"
28576,"ALsdjl","TAGS https://t.co/T007ezdZoA","TAPoR","754","TAGS https:\/\/t.co\/T007ezdZoA"
46821,"E2VkRl","TAMS Analyzer","TAPoR","311","TAMS Analyzer"
46823,"s7S3kz","Tangle","TAPoR","1525","Tangle"
46824,"ZG1ADy","TAPoR (Text Analysis Portal for Research)","TAPoR","1416","TAPoR \(Text Analysis Portal for Research\)"
46830,"f1TYO6","TATOE (Text Analysis Tool with Object Encoding)","TAPoR","286","TATOE \(Text Analysis Tool with Object Encoding\)"
46833,"aYjkUc","TATOO (ISSCO Tagger Tool)","TAPoR","386","TATOO \(ISSCO Tagger Tool\)"
28255,"iqaeRU","TAToo (Text Analysis For Me Too)","TAPoR","312","TAToo \(Text Analysis For Me Too\)"
46835,"M9y1SZ","Teamwork","TAPoR","1529","Teamwork"
40047,"h2MFPS","TEI Boilerplate","TAPoR","1038","TEI Boilerplate"
35958,"Q3Du9S","TEI-TCF encoder+decoder","SSK Zotero Resources","A5NVUWZB","TEI-TCF encoder\+decoder"
47806,"HmiBe2","TEICORPO",NA,NA,"TEICORPO"
46836,"VvunpT","TELAMON: An EpiDoc Front-End Service (EFES) distribution based on PHP",NA,NA,"TELAMON: An EpiDoc Front-End Service \(EFES\) distribution based on PHP"
28493,"VNoucV","TemaTres Controlled Vocabulary Server","TAPoR","932","TemaTres Controlled Vocabulary Server"
46838,"lSzrkt","Templated","TAPoR","1593","Templated"
46840,"GBN8ax","TensiStrength","TAPoR","1571","TensiStrength"
15269,"MHAZw5","TermoPL","Language Resource Switchboard","TermoPL","TermoPL"
46843,"DToKG9","TerraME","TAPoR","1542","TerraME"
46844,"lhaMad","Tesseract","TAPoR","962","Tesseract"
46845,"2twSeF","Tesseract OCR",NA,NA,"Tesseract OCR"
46849,"M9MnqD","Tesserae","TAPoR","298","Tesserae"
46854,"P54IRx","Text 2 Mind Map","TAPoR","1314","Text 2 Mind Map"
46879,"0615KH","Text Analysis Markup System (TAMS) Analyzer","TAPoR","1365","Text Analysis Markup System \(TAMS\) Analyzer"
46881,"mCXlze","Text Analysis Online","TAPoR","598","Text Analysis Online"
46883,"z6DUaP","Text Analyzer","TAPoR","1541","Text Analyzer"
46899,"rfx3wC","Text Engineering Software Laboratory","TAPoR","762","Text Engineering Software Laboratory"
46902,"oZRf4m","Text Fixer","TAPoR","1404","Text Fixer"
46936,"jDUl7C","Text Variation Explorer","TAPoR","907","Text Variation Explorer"
48660,"nei0PQ","Text Variation Explorer (TVE)","TAPoR","342","Text Variation Explorer \(TVE\)"
36627,"0ESdQp","TEXT-inc","SSK Zotero Resources","XJDYI9AN","TEXT-inc"
46851,"LJ858d","Text2DDC","TAPoR","1641","Text2DDC"
46867,"oL1SjE","Textable","TAPoR","427","Textable"
46871,"92SzPP","Textal","TAPoR","240","Textal"
46872,"XUNdSg","Textalyser","TAPoR","177","Textalyser"
46874,"Rexj3y","TEXTAN","TAPoR","399","TEXTAN"
46887,"OMusG6","TextAnnotator","TAPoR","1644","TextAnnotator"
46889,"FPN0a8","TextArc","TAPoR","116","TextArc"
46893,"a0JOhe","TextBlob","TAPoR","1601","TextBlob"
46895,"1jWApX","TEXTCORD","TAPoR","415","TEXTCORD"
46897,"Z2CTKH","TextDNA","TAPoR","359","TextDNA"
28772,"71BVDP","TextExpander","TAPoR","1165","TextExpander"
46901,"xqL29N","Textexture","TAPoR","299","Textexture"
46906,"JWKTKK","Textflo","TAPoR","809","Textflo"
50062,"oKFMi6","TextGrid Repository & Laboratory",NA,NA,"TextGrid Repository \& Laboratory"
46910,"OzE4uY","TextImager","TAPoR","1643","TextImager"
46913,"ZrqI35","Textometrica","TAPoR","355","Textometrica"
46915,"2xczW1","TEXTPACK V","TAPoR","266","TEXTPACK V"
49705,"5aBjg5","TextPad","TAPoR","1251","TextPad"
48605,"pCrueW","Textpresso","TAPoR","1363","Textpresso"
46922,"1KX4J6","TextQuest","TAPoR","254","TextQuest"
46926,"dvj4Mz","TextRazor","TAPoR","1568","TextRazor"
46927,"XgomJD","TextSTAT","TAPoR","178","TextSTAT"
46932,"oRt1BL","Textual Communities","TAPoR","1547","Textual Communities"
46935,"nQBLao","Textual Geography Analyzer","TAPoR","608","Textual Geography Analyzer"
34738,"zWU6Fg","TF-IDF",NA,NA,"TF-IDF"
46942,"9cUU1j","tFacet","TAPoR","534","tFacet"
40960,"tecLkr","The Change Lab",NA,NA,"The Change Lab"
46944,"Ok48YB","The Chicago Homer","TAPoR","333","The Chicago Homer"
36996,"mZ8s4O","The CIS OCR PostCorrectionTool. Contribute to cisocrgroup/PoCoTo development by creating an account on GitHub","SSK Zotero Resources","QZ29D62Y","The CIS OCR PostCorrectionTool. Contribute to cisocrgroup\/PoCoTo development by creating an account on GitHub"
46951,"6TkOVr","The Field Linguist’s Toolbox","TAPoR","1289","The Field Linguist’s Toolbox"
7224,"2iymYw","The FOAF Project","SSK Zotero Resources","QQ3SKSNP","The FOAF Project"
46954,"jpne6X","The Macro-Etymological Analyzer","TAPoR","805","The Macro-Etymological Analyzer"
46956,"VVuRGF","The Networked Corpus","TAPoR","480","The Networked Corpus"
29076,"fHWdoS","The Observer XT","TAPoR","930","The Observer XT"
48193,"XBV3Uh","The Pactols Thesaurus",NA,NA,"The Pactols Thesaurus"
50114,"lcPo6T","The ROSSIO vocabularies",NA,NA,"The ROSSIO vocabularies"
46959,"O3Okgg","The Scandroid 1.1","TAPoR","244","The Scandroid 1.1"
37003,"br2KgP","Themas - Thesaurus Management System",NA,NA,"Themas - Thesaurus Management System"
46962,"zeQgQ5","Thinglink","TAPoR","1599","Thinglink"
28445,"PLq5JS","Things","TAPoR","914","Things"
46966,"o5l7YA","Thinkport Annotator","TAPoR","1098","Thinkport Annotator"
39997,"mTa2Ok","Thoth","EOSC Catalogue","obp.thoth","Thoth"
46967,"QskMPk","Tianamo","TAPoR","1070","Tianamo"
27850,"m4JjiD","TiddlyWiki","TAPoR","1171","TiddlyWiki"
48563,"aDrrWM","Tiki-Toki","TAPoR","770","Tiki-Toki"
36048,"PLcChk","TiKiT•Musica","SSK Zotero Resources","Z3CNMMI5","TiKiT•Musica"
46973,"5bZhyo","TILE (Text Image Linking Environment)","TAPoR","89","TILE \(Text Image Linking Environment\)"
46969,"H3qJwD","TileMill","TAPoR","965","TileMill"
46976,"E23sMN","Timeflow","TAPoR","1059","Timeflow"
48564,"GGEvif","TimeGlider","TAPoR","1055","TimeGlider"
48562,"aGz61C","Timeline JS","TAPoR","193","Timeline JS"
46980,"OlY5W0","TimeLineCurator","TAPoR","616","TimeLineCurator"
46983,"jkJB5N","timemap","TAPoR","987","timemap"
46984,"1gvJGG","TimeMapper","TAPoR","769","TimeMapper"
46987,"UFqfJz","TimeRime","TAPoR","305","TimeRime"
46988,"PyTJgA","timesheet.js","TAPoR","763","timesheet.js"
48565,"cGb3c6","TimeToast","TAPoR","1537","TimeToast"
46994,"GGfVei","Tinderbox","TAPoR","1097","Tinderbox"
36333,"KuQXf7","Tinkercad \| Create 3D digital designs with online CAD","SSK Zotero Resources","W5RMH58K","Tinkercad \\| Create 3D digital designs with online CAD"
46997,"T3Zqcw","TipCam","TAPoR","1196","TipCam"
46999,"PcsYQ3","TitanPad","TAPoR","1170","TitanPad"
47001,"HM8GIk","TnT (Trigrams'n'Tags)","TAPoR","376","TnT \(Trigrams'n'Tags\)"
28675,"BEtwhY","Tofu","TAPoR","1272","Tofu"
36963,"mwagdK","TokenEditor","SSK Zotero Resources","WP9W6AM2","TokenEditor"
47006,"cV0OE3","Tokenization and Extraction of Twitter Data","TAPoR","686","Tokenization and Extraction of Twitter Data"
47007,"TCXkuH","Tokenization using NLTK","TAPoR","665","Tokenization using NLTK"
47009,"6L2doj","TokenX","TAPoR","179","TokenX"
48659,"M6mXyE","Tom Sawyer Perspectives","TAPoR","358","Tom Sawyer Perspectives"
40365,"DFxLxK","Tools for text digitisation",NA,NA,"Tools for text digitisation"
15271,"RHuSCn","Topic","Language Resource Switchboard","Topic","Topic"
47013,"T9KqkC","Topic modeling","TAPoR","661","Topic modeling"
47015,"aEx56M","Topic Modeling Tool","TAPoR","919","Topic Modeling Tool"
47017,"yEYPUf","Topic Modelling Tool","TAPoR","481","Topic Modelling Tool"
47027,"XUAiDU","Topincs","TAPoR","715","Topincs"
47031,"E6IoDv","TOSCA","TAPoR","428","TOSCA"
47032,"c2dWaC","TouchGraph SEO Browser","TAPoR","1069","TouchGraph SEO Browser"
28846,"GRrZe9","TRACER","TAPoR","1561","TRACER"
47037,"fdOZbW","Trailfire","TAPoR","1145","Trailfire"
36270,"FVMjiZ","Trainable Weka Segmentation: a machine learning tool for microscopy pixel classification.","SSK Zotero Resources","4T53V9HE","Trainable Weka Segmentation: a machine learning tool for microscopy pixel classification."
47041,"eIa3DX","Transana","TAPoR","241","Transana"
28375,"i2rZm1","Transcript","TAPoR","1131","Transcript"
28783,"gH3wTO","Transcription Assistant","TAPoR","1130","Transcription Assistant"
28512,"gAU7Vk","Transcription Service","TAPoR","723","Transcription Service"
28125,"kbKuVC","Transcriva","TAPoR","1040","Transcriva"
47043,"phjX9e","Transformer: a Unicode Transform/Replace Tool","TAPoR","1269","Transformer: a Unicode Transform\/Replace Tool"
49725,"WZZVaE","Transkribus",NA,NA,"Transkribus"
28356,"thiPUs","Trapit","TAPoR","952","Trapit"
47044,"ttTcl0","TravelTime Maps","TAPoR","699","TravelTime Maps"
49730,"fJZON5","TRAViz","TAPoR","845","TRAViz"
47047,"IZevr0","TreeTagger",NA,NA,"TreeTagger"
47053,"sqZmdP","Trello","TAPoR","1025","Trello"
47058,"vEnUQs","Trend Miner","TAPoR","239","Trend Miner"
47060,"86S28z","TRICON","TAPoR","407","TRICON"
48540,"lRpbWE","Trismegistos Data Services",NA,NA,"Trismegistos Data Services"
41144,"nQ1lnA","Tromsø Repository of Language and Linguistics (TROLLing)",NA,NA,"Tromsø Repository of Language and Linguistics \(TROLLing\)"
48608,"uMJTY6","Tropes","TAPoR","259","Tropes"
47882,"lxKeSo","Tropy","TAPoR","1533","Tropy"
47073,"Rmpgrr","Tumblr","TAPoR","1324","Tumblr"
47075,"ZK1XjE","TuneGlue","TAPoR","1068","TuneGlue"
47076,"1HAGn5","TurnTool","TAPoR","1228","TurnTool"
49665,"8ZKBhu","TUSTEP Tubingen System of Text Processing Tools","TAPoR","201","TUSTEP Tubingen System of Text Processing Tools"
47086,"R01r6E","Twapper Keeper","TAPoR","1350","Twapper Keeper"
47090,"CgmhgS","Tweet Archivist","TAPoR","635","Tweet Archivist"
47092,"6pbxRo","Tweetster","TAPoR","979","Tweetster"
47096,"LIG20o","Twitter","TAPoR","1351","Twitter"
47099,"a0du8x","Twitter Archiver (Google Sheets Add-On)","TAPoR","663","Twitter Archiver \(Google Sheets Add-On\)"
28627,"nmQ82w","Twitter Archiver (TWARC)","TAPoR","592","Twitter Archiver \(TWARC\)"
47103,"jMKGHr","Twitter Capture and Analysis Toolset (DMI-TCAT)","TAPoR","466","Twitter Capture and Analysis Toolset \(DMI-TCAT\)"
47105,"Ngg9MQ","TwitterPad","TAPoR","946","TwitterPad"
47108,"FTVSJq","twXplorer","TAPoR","473","twXplorer"
47118,"2mrJbO","TXM","TAPoR","194","TXM"
48439,"ibIyj4","Type IPA phonetic symbols for all languages",NA,NA,"Type IPA phonetic symbols for all languages"
47121,"0eoKVe","TypePad","TAPoR","1325","TypePad"
28243,"ndgsde","TypeWright","TAPoR","1037","TypeWright"
47124,"eFbPX7","Typical","TAPoR","285","Typical"
47127,"xcxXVB","UAM CorpusTool","TAPoR","301","UAM CorpusTool"
47129,"wjs441","UCINET",NA,NA,"UCINET"
34753,"F7K42P","UDPipe",NA,NA,"UDPipe"
44244,"YkJwDd","UDPipe: tool for lemmatization, morphological analysis, POS tagging and dependency parsing in multiple languages","EOSC Catalogue","lindatclariah-cz.udpipe_tool_for_lemmatization_morphological_analysis_pos_tagging_and_dependency_parsing_in_multiple_languages","UDPipe: tool for lemmatization, morphological analysis, POS tagging and dependency parsing in multiple languages"
27937,"byCozV","UMapper","TAPoR","1449","UMapper"
47132,"nChlxW","UMDHMM: Hidden Markov Model Toolkit","TAPoR","383","UMDHMM: Hidden Markov Model Toolkit"
47134,"3TFNwQ","Umigon","TAPoR","500","Umigon"
47136,"8x8Zts","UNICON","TAPoR","405","UNICON"
47138,"Nv2yrR","UNICORN","TAPoR","401","UNICORN"
36825,"HLlsDS","Unitok -- Corpus tools","SSK Zotero Resources","K3LB6TK5","Unitok -- Corpus tools"
36576,"Kj3Q3Z","Unity","SSK Zotero Resources","JFGFXQAW","Unity"
36573,"MmB0aX","Unity - Manual: Unity User Manual (2018.1)","SSK Zotero Resources","K3PHQ886","Unity - Manual: Unity User Manual \(2018.1\)"
36600,"xAW2Dh","Universal POS tags","SSK Zotero Resources","WU7J6X5E","Universal POS tags"
47143,"GyNtxW","University of Maryland HCI Group: FeatureLens","TAPoR","117","University of Maryland HCI Group: FeatureLens"
47145,"ztdUYK","Unlock Text","TAPoR","733","Unlock Text"
47152,"wI0P0I","URICA! II","TAPoR","212","URICA! II"
47155,"FloQtd","Ushahidi Platform","TAPoR","1271","Ushahidi Platform"
47156,"dAb6yt","Using NLTK for Named Entity Recognition (Location)","TAPoR","668","Using NLTK for Named Entity Recognition \(Location\)"
47161,"yAu3DG","Using Regular Expressions to Clean a Text","TAPoR","670","Using Regular Expressions to Clean a Text"
47166,"YFGEv1","Using Regular Expressions to Clean Up Web Pages","TAPoR","671","Using Regular Expressions to Clean Up Web Pages"
47168,"sT8sbV","UVic Image Markup Tool","TAPoR","387","UVic Image Markup Tool"
40010,"FDZY5v","UW-Mos","EOSC Catalogue","coronis_computing_sl.uw-mos","UW-Mos"
48346,"RGv6hG","VADER",NA,NA,"VADER"
47171,"qog8DF","VAnnotatoR","TAPoR","1645","VAnnotatoR"
47172,"J9gScG","VARD","TAPoR","988","VARD"
48673,"4O3eXG","VARD 2","TAPoR","195","VARD 2"
47177,"hwmvRA","VassarStats","TAPoR","1474","VassarStats"
40013,"zp7qjw","VD-Maps","EOSC Catalogue","coronis_computing_sl.vd-maps","VD-Maps"
28179,"hRe12o","VennMaker","TAPoR","750","VennMaker"
48077,"oRFiPl","Verovio. A music notation engraving library","SSK Zotero Resources","P7KERH4G","Verovio. A music notation engraving library"
48672,"7fnuoq","Versioning Machine","TAPoR","118","Versioning Machine"
28478,"olMsqO","VexFlow","TAPoR","870","VexFlow"
36042,"incURu","VexFlow - Music Engraving in JavaScript and HTML5","SSK Zotero Resources","QPVXUQQR","VexFlow - Music Engraving in JavaScript and HTML5"
7307,"DrxHId","VIAF: The Virtual International Authority File","SSK Zotero Resources","76VC5TC4","VIAF: The Virtual International Authority File"
35718,"Vckyp6","View HOCR files with Mirador. Contribute to jbaiter/hocrviewer-mirador development by creating an account on GitHub","SSK Zotero Resources","GLFUDFTZ","View HOCR files with Mirador. Contribute to jbaiter\/hocrviewer-mirador development by creating an account on GitHub"
47188,"ZC0fIX","Viewshare","TAPoR","1051","Viewshare"
48420,"6ArGjA","VINCI","TAPoR","213","VINCI"
40770,"rbIMeQ","Virtual Collection Registry",NA,NA,"Virtual Collection Registry"
44245,"SBcPlO","Virtual Language Observatory","EOSC Catalogue","clarin-eric.virtual_language_observatory","Virtual Language Observatory"
47198,"awT9fX","Virtual Lightbox","TAPoR","345","Virtual Lightbox"
47204,"4U5ZrX","Virtual Lightbox for Museums and Archives (DeL eTools)","TAPoR","1299","Virtual Lightbox for Museums and Archives \(DeL eTools\)"
40973,"qYHt2p","Virtual Transcription Laboratory",NA,NA,"Virtual Transcription Laboratory"
27812,"RWd04g","VirtualBox","TAPoR","971","VirtualBox"
48555,"hhZegO","Vistorian - A Network Analysis Tool for Digital Historians",NA,NA,"Vistorian - A Network Analysis Tool for Digital Historians"
47206,"E0Z8iB","Visual Browser","TAPoR","364","Visual Browser"
44246,"BDR3JZ","Visual Media Service Virtual Research Environment","EOSC Catalogue","d4science.visual_media_service_vre","Visual Media Service Virtual Research Environment"
47234,"yIZrea","Visual Understanding Environment (VUE)","TAPoR","517","Visual Understanding Environment \(VUE\)"
47227,"zkGQQg","visual.ly","TAPoR","966","visual.ly"
47212,"ltHovN","VisualEyes","TAPoR","307","VisualEyes"
47214,"E3W6da","Visualize Free","TAPoR","1519","Visualize Free"
47217,"GdYADB","Visualizing Literature: Adjectives and Character (Treemap)","TAPoR","160","Visualizing Literature: Adjectives and Character \(Treemap\)"
47219,"ZRU1fc","Visualizing Literature: Adjectives in the Book","TAPoR","159","Visualizing Literature: Adjectives in the Book"
47222,"YTafzr","Visualizing Literature: Sentiment","TAPoR","157","Visualizing Literature: Sentiment"
47224,"GPh5uw","Visualizing Literature: Virtue and Vice","TAPoR","158","Visualizing Literature: Virtue and Vice"
47226,"UaSTsT","Visualizing Literature: Words in Context","TAPoR","156","Visualizing Literature: Words in Context"
36321,"uAc00w","VisualSFM : A Visual Structure from Motion System","SSK Zotero Resources","SSWVIH4E","VisualSFM : A Visual Structure from Motion System"
36330,"SbcCBM","VisualSFM : A Visual Structure from Motion System / Documentation","SSK Zotero Resources","54AR9X34","VisualSFM : A Visual Structure from Motion System \/ Documentation"
47236,"3FiXYL","VisuWords","TAPoR","1067","VisuWords"
28871,"zzf17f","VIVO","TAPoR","1049","VIVO"
48610,"25grr1","VLE - Viennese Lexicographic Editor","SSK Zotero Resources","U2654R3W","VLE - Viennese Lexicographic Editor"
47240,"OgsZhc","VOCAB - U - LISTER","TAPoR","422","VOCAB - U - LISTER"
28702,"nrj5YQ","Vocabulary Word Lists (Word Banks)","TAPoR","655","Vocabulary Word Lists \(Word Banks\)"
48421,"Fw96G4","VodBurner","TAPoR","1610","VodBurner"
28404,"6VjHXv","Voicecup dictionary of pronunciation","TAPoR","695","Voicecup dictionary of pronunciation"
27807,"DmehtL","VoiceThread","TAPoR","1174","VoiceThread"
47244,"TPYRVj","VoiceWalker","TAPoR","1288","VoiceWalker"
47245,"uoiG41","Voilabits MediaConverterUltimate","TAPoR","835","Voilabits MediaConverterUltimate"
47247,"Hnur29","VoodooPad","TAPoR","1616","VoodooPad"
47250,"m9O3DC","Voronoi Diagram with Word Embedding","TAPoR","673","Voronoi Diagram with Word Embedding"
28373,"xccpOM","VoxcribeCC","TAPoR","886","VoxcribeCC"
47251,"nJ1PYH","Voyager 2","TAPoR","1511","Voyager 2"
47254,"D0rdwf","Voyant 2.0: Bubblelines","TAPoR","578","Voyant 2.0: Bubblelines"
47256,"0v6BDd","Voyant 2.0: Knots","TAPoR","581","Voyant 2.0: Knots"
47258,"meeqxB","Voyant 2.0: ScatterPlot","TAPoR","577","Voyant 2.0: ScatterPlot"
47261,"XAepzR","Voyant 2.0: Terms Radio","TAPoR","582","Voyant 2.0: Terms Radio"
47268,"OZPl83","Voyant Corpus Grid","TAPoR","12","Voyant Corpus Grid"
47271,"nUvl4y","Voyant Corpus Term Frequencies","TAPoR","14","Voyant Corpus Term Frequencies"
47277,"NFp9c9","Voyant Document KWICs","TAPoR","16","Voyant Document KWICs"
47279,"LMHNio","Voyant Document Term Frequencies","TAPoR","15","Voyant Document Term Frequencies"
47288,"m4xFqN","Voyant Lava","TAPoR","18","Voyant Lava"
47292,"t5rzJl","Voyant Links","TAPoR","9","Voyant Links"
47298,"UdIXTF","Voyant Reader","TAPoR","19","Voyant Reader"
47306,"FZ6LEU","Voyant Term Frequencies Chart","TAPoR","21","Voyant Term Frequencies Chart"
48466,"s2iMva","Voyant Tools",NA,NA,"Voyant Tools"
49739,"IocpNW","VSim","TAPoR","848","VSim"
27790,"A35rVQ","VUVOX","TAPoR","1173","VUVOX"
47316,"SVXxU9","W3C RDF Validation Service","TAPoR","367","W3C RDF Validation Service"
48612,"3KGCIP","Warc Extractor","TAPoR","591","Warc Extractor"
47319,"Qp189x","WATCON","TAPoR","409","WATCON"
47320,"79ktgd","Wavesurfer","TAPoR","1383","Wavesurfer"
15274,"mpKLah","WCRFT2","Language Resource Switchboard","WCRFT2","WCRFT2"
47322,"p4wSfc","WEAVE (Web-based Analysis and Visualization Environment)","TAPoR","180","WEAVE \(Web-based Analysis and Visualization Environment\)"
40833,"1wrJdz","Web Panel Sample Service (WPSS)","SSHopencloud Service Catalogue","223","Web Panel Sample Service \(WPSS\)"
48726,"MdeiSK","Web-App »Places of Jewish history«",NA,NA,"Web-App »Places of Jewish history«"
47324,"4iXxZk","WebClust","TAPoR","1066","WebClust"
40226,"vCCqBR","WebGL",NA,NA,"WebGL"
28837,"On1UYN","WebKruz","TAPoR","1065","WebKruz"
47328,"51oAZT","WebLicht",NA,NA,"WebLicht"
15275,"nX5dWs","WebLicht Advanced Mode","Language Resource Switchboard","WebLicht%20Advanced%20Mode","WebLicht Advanced Mode"
15276,"wCgmIE","WebLicht All In One (DE)","Language Resource Switchboard","WebLicht%20All%20In%20One%20(DE)","WebLicht All In One \(DE\)"
15277,"tE9W1m","WebLicht All In One (NL)","Language Resource Switchboard","WebLicht%20All%20In%20One%20(NL)","WebLicht All In One \(NL\)"
15278,"p7Dhoj","WebLicht Const Parsing DE","Language Resource Switchboard","WebLicht%20Const%20Parsing%20DE","WebLicht Const Parsing DE"
15283,"aYF4BV","WebLicht Const Parsing EN","Language Resource Switchboard","WebLicht%20Const%20Parsing%20EN","WebLicht Const Parsing EN"
15284,"tlqboO","WebLicht Dep Parsing DE","Language Resource Switchboard","WebLicht%20Dep%20Parsing%20DE","WebLicht Dep Parsing DE"
15142,"bQzeZP","WebLicht Dep Parsing EN","Language Resource Switchboard","WebLicht%20Dep%20Parsing%20EN","WebLicht Dep Parsing EN"
40383,"QNXUuS","WebLicht Lemmas DE","Language Resource Switchboard","WebLicht%20Lemmas%20DE","WebLicht Lemmas DE"
15144,"EeAYop","WebLicht Lemmas EN","Language Resource Switchboard","WebLicht%20Lemmas%20EN","WebLicht Lemmas EN"
15282,"Fic7R0","WebLicht Morphology DE","Language Resource Switchboard","WebLicht%20Morphology%20DE","WebLicht Morphology DE"
15146,"vayHx6","WebLicht Morphology EN","Language Resource Switchboard","WebLicht%20Morphology%20EN","WebLicht Morphology EN"
34628,"yxZvbH","WebLicht NamedEntities DE","Language Resource Switchboard","WebLicht%20NamedEntities%20DE","WebLicht NamedEntities DE"
15148,"Ou130i","WebLicht NamedEntities EN","Language Resource Switchboard","WebLicht%20NamedEntities%20EN","WebLicht NamedEntities EN"
15149,"cGWhKh","WebLicht NamedEntities SL","Language Resource Switchboard","WebLicht%20NamedEntities%20SL","WebLicht NamedEntities SL"
15280,"8aKugO","WebLicht POSTags Lemmas DE","Language Resource Switchboard","WebLicht%20POSTags%20Lemmas%20DE","WebLicht POSTags Lemmas DE"
15151,"UVKako","WebLicht POSTags Lemmas EN","Language Resource Switchboard","WebLicht%20POSTags%20Lemmas%20EN","WebLicht POSTags Lemmas EN"
