"ssh.id","ssh.label","tapor.id","wd.item","wd.item.tadirah","tadirah.uri"
"3122","5W3n5S","Dedoose","951","Q5249840","Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"3123","5W3n5S","Dedoose","951","Q5249840","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3124","5W3n5S","Dedoose","951","Q5249840","Q123783454","https://vocabs.dariah.eu/tadirah/contextualizing"
"3125","5W3n5S","Dedoose","951","Q5249840","Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"3126","R1GFjg","DeeperWeb","1265",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3127","R1GFjg","DeeperWeb","1265",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"3128","TaoeLV","Denemo","1353","Q1187020","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3129","TaoeLV","Denemo","1353","Q1187020","Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"3130","xILaqD","Density Design - Knot","573",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3131","xILaqD","Density Design - Knot","573",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3132","xILaqD","Density Design - Knot","573",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3133","wa0xoI","DEREDEC","418",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3134","wa0xoI","DEREDEC","418",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3135","wa0xoI","DEREDEC","418",NA,"Q194152","https://vocabs.dariah.eu/tadirah/parsing"
"3136","v5m7sN","DériF (Dérivation en Français)","235",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3137","v5m7sN","DériF (Dérivation en Français)","235",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3138","v5m7sN","DériF (Dérivation en Français)","235",NA,"Q2554325","https://vocabs.dariah.eu/tadirah/lemmatizing"
"3139","02gzWL","Detects columns and connects indented lines in hOCR files: nypl-spacetime/hocr-detect-columns",NA,NA,NA,NA
"3140","b0k3I0","Deutsche Digitale Bibliothek",NA,NA,NA,NA
"3141","A9sDA2","DEVONthink","1423",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3142","A9sDA2","DEVONthink","1423",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3143","A9sDA2","DEVONthink","1423",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"3144","A9sDA2","DEVONthink","1423",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3145","A9sDA2","DEVONthink","1423",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3146","A9sDA2","DEVONthink","1423",NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"3147","A9sDA2","DEVONthink","1423",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3148","A9sDA2","DEVONthink","1423",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"3149","A9sDA2","DEVONthink","1423",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3150","A9sDA2","DEVONthink","1423",NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3151","A9sDA2","DEVONthink","1423",NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"3152","hr24U2","DfR Browser",NA,NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3153","hr24U2","DfR Browser",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"3154","hr24U2","DfR Browser",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3155","hr24U2","DfR Browser",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3156","hr24U2","DfR Browser",NA,NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3157","hr24U2","DfR Browser",NA,NA,"Q30642","https://vocabs.dariah.eu/tadirah/naturalLanguageProcessing"
"3158","hr24U2","DfR Browser",NA,NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3159","hr24U2","DfR Browser",NA,NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3160","hr24U2","DfR Browser",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3161","hr24U2","DfR Browser",NA,NA,"Q1172378","https://vocabs.dariah.eu/tadirah/dataCleansing"
"3162","hr24U2","DfR Browser",NA,NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"3163","hr24U2","DfR Browser",NA,NA,"Q1756768","https://vocabs.dariah.eu/tadirah/coOccurrence"
"3164","hr24U2","DfR Browser",NA,NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3165","hr24U2","DfR Browser",NA,NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3166","MV0EpU","DHd Blog",NA,NA,"Q21124681","https://vocabs.dariah.eu/tadirah/blogging"
"3167","OKoqgh","DH Press","785",NA,"Q1938983","https://vocabs.dariah.eu/tadirah/spatialAnalysis"
"3168","OKoqgh","DH Press","785",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3169","OKoqgh","DH Press","785",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3170","OKoqgh","DH Press","785",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3171","OKoqgh","DH Press","785",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3172","OKoqgh","DH Press","785",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3173","OKoqgh","DH Press","785",NA,"Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"3174","l5XZJ4","Diagram.ly","909","Q59339175",NA,NA
"3175","hWx8Mm","Diction","188","Q76184013","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3176","hWx8Mm","Diction","188","Q76184013","Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3177","hWx8Mm","Diction","188","Q76184013","Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"3178","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3179","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3180","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3181","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q1932543","https://vocabs.dariah.eu/tadirah/migration"
"3182","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"3183","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3184","l6GW5P","DIEF - Digital repository of the Institute of Ethnology and Folklore Research",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3185","NkwyDW","digilib","1205",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3186","NkwyDW","digilib","1205",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3187","NkwyDW","digilib","1205",NA,"Q12713609","https://vocabs.dariah.eu/tadirah/imaging"
"3188","bf10Z2","Digital DNA","1590",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3189","bf10Z2","Digital DNA","1590",NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3190","bf10Z2","Digital DNA","1590",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3191","yacNzQ","digitales schaudepot",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3192","Mw5JKV","Digital Footprints","620",NA,NA,NA
"3193","MPl8Pt","digital_genji",NA,NA,NA,NA
"3194","j9tbOM","Digital Humanities and Cultural Heritage OpenAIRE Community Gateway",NA,NA,NA,NA
"3195","n5kmZg","Digital Humanities Austria - Austrian DH projects registry ",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3196","jcfXjJ","digital humanities austria (DHA)",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3197","B7PxQl","Digital Humanities Course Registry",NA,NA,"Q3535655","https://vocabs.dariah.eu/tadirah/cataloging"
"3198","B7PxQl","Digital Humanities Course Registry",NA,NA,"Q352842","https://vocabs.dariah.eu/tadirah/teaching"
"3199","9dRbUk","Digital Libraries Federation",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3200","9dRbUk","Digital Libraries Federation",NA,NA,"Q516508","https://vocabs.dariah.eu/tadirah/browsing"
"3201","9dRbUk","Digital Libraries Federation",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"3202","geI5rX","Digital Libraries Federation - Federacją Bibliotek Cyfrowych",NA,NA,"Q516508","https://vocabs.dariah.eu/tadirah/browsing"
"3203","geI5rX","Digital Libraries Federation - Federacją Bibliotek Cyfrowych",NA,NA,"Q11540953","https://vocabs.dariah.eu/tadirah/searching"
"3204","uPdfhN","Digital Mappa","290",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3205","uPdfhN","Digital Mappa","290",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3206","uPdfhN","Digital Mappa","290",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3207","uPdfhN","Digital Mappa","290",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3208","uPdfhN","Digital Mappa","290",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3209","uPdfhN","Digital Mappa","290",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3210","uPdfhN","Digital Mappa","290",NA,"Q207714","https://vocabs.dariah.eu/tadirah/transcribing"
"3211","0b445t","Digress.it","527",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3212","0b445t","Digress.it","527",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3213","0b445t","Digress.it","527",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3214","0b445t","Digress.it","527",NA,"Q110484020","https://vocabs.dariah.eu/tadirah/writing"
"3215","0b445t","Digress.it","527",NA,"Q194105","https://vocabs.dariah.eu/tadirah/editing"
"3216","0b445t","Digress.it","527",NA,"Q123783460","https://vocabs.dariah.eu/tadirah/commenting"
"3217","7y3thM","Diigo","1148","Q5276470",NA,NA
"3218","8lSW6E","DISCAN","419",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3219","8lSW6E","DISCAN","419",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3220","gFlskI","DISCON","406",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3221","EeEXPy","Discord","1621","Q22907849","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3222","s0pU7H","DiscoverText","189","Q105532457","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3223","s0pU7H","DiscoverText","189","Q105532457","Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"3224","s0pU7H","DiscoverText","189","Q105532457","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3225","s0pU7H","DiscoverText","189","Q105532457","Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3226","s0pU7H","DiscoverText","189","Q105532457","Q123751127","https://vocabs.dariah.eu/tadirah/structuralAnalysis"
"3227","s0pU7H","DiscoverText","189","Q105532457","Q123783456","https://vocabs.dariah.eu/tadirah/relationalAnalysis"
"3228","V6aWAu","Discursis","507",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3229","V6aWAu","Discursis","507",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3230","V6aWAu","Discursis","507",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3231","Bjnekm","Distanbol",NA,NA,NA,NA
"3232","cwBrHn","Diva.js","773",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3233","cwBrHn","Diva.js","773",NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3234","cwBrHn","Diva.js","773",NA,"Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"3235","cwBrHn","Diva.js","773",NA,"Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3236","cwBrHn","Diva.js","773",NA,"Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"3237","Qs22VH","DiZbi.HAZU Digital Collection and Catalogue of the Croatian Academy of Sciences and Arts",NA,NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3238","Qs22VH","DiZbi.HAZU Digital Collection and Catalogue of the Croatian Academy of Sciences and Arts",NA,NA,"Q632897","https://vocabs.dariah.eu/tadirah/preserving"
"3239","Qs22VH","DiZbi.HAZU Digital Collection and Catalogue of the Croatian Academy of Sciences and Arts",NA,NA,"Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3240","YvytnF","Django",NA,NA,NA,NA
"3241","Hzq9Tn","Django/python powered MEI massaging app.",NA,NA,NA,NA
"3242","TaCNuv","DJI GS Pro - Manage Drone Operations on Your iPad - DJI",NA,NA,NA,NA
"3243","2YMYaD","DocuBurst","123",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3244","2YMYaD","DocuBurst","123",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3245","2YMYaD","DocuBurst","123",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3246","2YMYaD","DocuBurst","123",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3247","OB34AB","Documentation and use cases for ALTO XML. Contribute to altoxml/documentation development by creating an account on GitHub",NA,NA,NA,NA
"3248","s04BnH","DocumentCloud","915","Q4111572","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3249","s04BnH","DocumentCloud","915","Q4111572","Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3250","s04BnH","DocumentCloud","915","Q4111572","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3251","s04BnH","DocumentCloud","915","Q4111572","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3252","KCqynE","DocuScope","309",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3253","KCqynE","DocuScope","309",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3254","KCqynE","DocuScope","309",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3255","KCqynE","DocuScope","309",NA,"Q11873636","https://vocabs.dariah.eu/tadirah/stylisticAnalysis"
"3256","yESLGG","Domeo Annotation Toolkit","291",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3257","yESLGG","Domeo Annotation Toolkit","291",NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3258","yESLGG","Domeo Annotation Toolkit","291",NA,"Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3259","cFQGJ2","Doodle","799","Q1242413","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3260","cFQGJ2","Doodle","799","Q1242413","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3261","cFQGJ2","Doodle","799","Q1242413","Q857525","https://vocabs.dariah.eu/tadirah/annotating"
"3262","cFQGJ2","Doodle","799","Q1242413","Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3263","nBHoMH","DownThemAll","1282",NA,"Q61466324","https://vocabs.dariah.eu/tadirah/webCrawling"
"3264","nBHoMH","DownThemAll","1282",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3265","GhmeS4","DraCor",NA,NA,"Q80006","https://vocabs.dariah.eu/tadirah/programming"
"3266","W6bBPJ","Dragon Dictation","1163","Q5305188","Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3267","W6bBPJ","Dragon Dictation","1163","Q5305188","Q207714","https://vocabs.dariah.eu/tadirah/transcribing"
"3268","dKjNo9","Dropbox","1002","Q142539","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3269","dKjNo9","Dropbox","1002","Q142539","Q459221","https://vocabs.dariah.eu/tadirah/sharing"
"3270","dKjNo9","Dropbox","1002","Q142539","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3271","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3272","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3273","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3274","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q123750937","https://vocabs.dariah.eu/tadirah/enriching"
"3275","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"3276","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3277","YC2tzq","Druid: Linked Data store for the humanities",NA,NA,"Q18692990","https://vocabs.dariah.eu/tadirah/linkedOpenData"
"3278","d5YbPu","Drupal","1444","Q170855","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3279","d5YbPu","Drupal","1444","Q170855","Q386275","https://vocabs.dariah.eu/tadirah/webDevelopment"
"3280","UAGfsc","DSpace","1006","Q595786","Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
"3281","UAGfsc","DSpace","1006","Q595786","Q10418049","https://vocabs.dariah.eu/tadirah/archiving"
"3282","UAGfsc","DSpace","1006","Q595786","Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3283","UAGfsc","DSpace","1006","Q595786","Q36993249","https://vocabs.dariah.eu/tadirah/organizing"
"3284","UAGfsc","DSpace","1006","Q595786","Q632897","https://vocabs.dariah.eu/tadirah/preserving"
"3285","UAGfsc","DSpace","1006","Q595786","Q123819222","https://vocabs.dariah.eu/tadirah/storing"
"3286","UAGfsc","DSpace","1006","Q595786","Q3265221","https://vocabs.dariah.eu/tadirah/identifying"
"3287","Kur50B","Dundas","1341",NA,"Q1116876","https://vocabs.dariah.eu/tadirah/modeling"
"3288","Kur50B","Dundas","1341",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3289","Kur50B","Dundas","1341",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3290","Kur50B","Dundas","1341",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3291","Kur50B","Dundas","1341",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3292","Kur50B","Dundas","1341",NA,"Q15756478","https://vocabs.dariah.eu/tadirah/interpreting"
"3293","sEMzL0","Durationator","1005","Q28094667",NA,NA
"3294","rlSTxc","Dusty","1574",NA,NA,NA
"3295","rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","217",NA,"Q123819225","https://vocabs.dariah.eu/tadirah/capturing"
"3296","rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","217",NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3297","rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","217",NA,"Q653137","https://vocabs.dariah.eu/tadirah/contentAnalysis"
"3298","rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","217",NA,"Q123751128","https://vocabs.dariah.eu/tadirah/gathering"
"3299","rlMH8O","DV-COLL (Donne Variorum Textual Collation Program)","217",NA,"Q65770408","https://vocabs.dariah.eu/tadirah/collating"
"3300","SeCvKn","DYAS Humanities Thesaurus",NA,NA,"Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3301","AfCf3M","DYAS Resource Registries for the Humanities",NA,NA,"Q12772819","https://vocabs.dariah.eu/tadirah/discovering"
"3302","AfCf3M","DYAS Resource Registries for the Humanities",NA,NA,"Q123818584","https://vocabs.dariah.eu/tadirah/knowledgeDiscovery"
"3303","YBwoJm","Dygraphs","1516","Q115131278","Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3304","YBwoJm","Dygraphs","1516","Q115131278","Q217602","https://vocabs.dariah.eu/tadirah/analyzing"
"3305","YBwoJm","Dygraphs","1516","Q115131278","Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3306","EClQF0","EAC-CPF Homepage",NA,NA,NA,NA
"3307","f9JraR","Easy Linavis (ezlinavis)","1504",NA,"Q4417999","https://vocabs.dariah.eu/tadirah/networkAnalysis"
"3308","f9JraR","Easy Linavis (ezlinavis)","1504",NA,"Q6504956","https://vocabs.dariah.eu/tadirah/dataVisualization"
"3309","f9JraR","Easy Linavis (ezlinavis)","1504",NA,"Q95832426","https://vocabs.dariah.eu/tadirah/visualAnalysis"
"3310","25XC9q","ECHODamp","1295",NA,"Q11024","https://vocabs.dariah.eu/tadirah/communicating"
"3311","fORSx6","ediarum","856",NA,NA,NA
"3312","m7w2Cb","Edit Flow","166",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3313","m7w2Cb","Edit Flow","166",NA,"Q123819226","https://vocabs.dariah.eu/tadirah/disseminating"
"3314","T5NFL5","EditGrid","1306","Q3047615","Q123819227","https://vocabs.dariah.eu/tadirah/creating"
"3315","T5NFL5","EditGrid","1306","Q3047615","Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3316","raCHUH","Editors' Notes","924",NA,"Q1145523","https://vocabs.dariah.eu/tadirah/collaborating"
"3317","raCHUH","Editors' Notes","924",NA,"Q3972943","https://vocabs.dariah.eu/tadirah/publishing"
