tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
28,"{""id"":28,""user_id"":null,""name"":""Voyant Translate Skin (beta)"",""detail"":""\u003cp class=\""western\""\u003eThe translate skin is\u003cimg src=\""../../system/icons/28/original/translateskin.png\"" alt=\""\""\u003e a custom skin for Voyeur Tools which offers multiple translations of the same document. Target languages for the translations are chosen from a comprehensive list and the Google Translate API is used to provide the resulting texts. These are used to populate the final view which consists of a series of Cirrus tools, one for each translation.\u003c/p\u003e \u003cp class=\""western\""\u003eFurther translations can be produced for any of the texts by selecting one from the “Next Translation” drop-down. The Cirrus tools can be arranged in two layouts: tile, and circular. They can also be re-sized and moved to produce a custom layout.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/28.jpg"",""creators_name"":""Stéfan Sinclair"",""creators_email"":"""",""creators_url"":""http://stefansinclair.name/"",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-03"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/28-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Voyant Translate Skin (beta),"The translate skin is a custom skin for Voyeur Tools which offers multiple translations of the same document. Target languages for the translations are chosen from a comprehensive list and the Google Translate API is used to provide the resulting texts. These are used to populate the final view which consists of a series of Cirrus tools, one for each translation. Further translations can be produced for any of the texts by selecting one from the “Next Translation” drop-down. The Cirrus tools can be arranged in two layouts: tile, and circular. They can also be re-sized and moved to produce a custom layout.",Voyant Translate Skin (beta),,https://tapor.ca/images/tools/0/28.jpg,0,4,,
,,,,,,,,,,79,,
29,"{""id"":29,""user_id"":null,""name"":""List Words - XML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool lists words in an XML document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are HTML and plain text versions available as well.\u003c/p\u003e\u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/29.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":0.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/29-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,List Words - XML (TAPoRware),"This tool lists words in an XML document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are HTML and plain text versions available as well.This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",List Words - XML (TAPoRware),,https://tapor.ca/images/tools/0/29.jpg,0,79,,
30,"{""id"":30,""user_id"":null,""name"":""List Words - Plain Text (TAPoRware)"",""detail"":""\u003cp\u003eThis tool lists words in an plain text document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are XML and HTML versions available as well.\u003c/p\u003e \u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/30.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":1.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/30-thumb.jpg"",""rating_count"":1,""recipes"":""""}",,,List Words - Plain Text (TAPoRware),"This tool lists words in an plain text document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are XML and HTML versions available as well. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",List Words - Plain Text (TAPoRware),,https://tapor.ca/images/tools/0/30.jpg,1,1,,
31,"{""id"":31,""user_id"":null,""name"":""List Tags - HTML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool lists all tags found in an HTML document, either uploaded by the user or from a web address. It is part of the TAPoRware collection of tools; see List XML Elements for an XML tool with similar functionality.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/31.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":0.0,""url"":""http://taporware.ualberta.ca/~taporware/htmlTools/listtags.shtml?"",""last_updated"":""2011-11-28"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/31-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://taporware.ualberta.ca/~taporware/htmlTools/listtags.shtml?,List Tags - HTML (TAPoRware),"This tool lists all tags found in an HTML document, either uploaded by the user or from a web address. It is part of the TAPoRware collection of tools; see List XML Elements for an XML tool with similar functionality.",List Tags - HTML (TAPoRware),,https://tapor.ca/images/tools/0/31.jpg,0,79,,
32,"{""id"":32,""user_id"":null,""name"":""List XML Elements (TAPoRware)"",""detail"":""\u003cp\u003eThis tool is used to display the elements and attributes found in an XML document. It enables users to count all instances of an element and to view the structure/hierarchy of the document, in addition to listing attributes and attribute values. It is part of the TAPoRware collection of tools; please see List HTML Tags for a similar HTML tool.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/32.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":0.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/32-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,List XML Elements (TAPoRware),"This tool is used to display the elements and attributes found in an XML document. It enables users to count all instances of an element and to view the structure/hierarchy of the document, in addition to listing attributes and attribute values. It is part of the TAPoRware collection of tools; please see List HTML Tags for a similar HTML tool.",List XML Elements (TAPoRware),,https://tapor.ca/images/tools/0/32.jpg,0,91,,
,,,,,,,,,,79,,
33,"{""id"":33,""user_id"":null,""name"":""Extract Text - HTML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool extracts text found within specific tags in an HTML document. It is part of the TAPoRware toolset; an XML version is also available.\u003c/p\u003e \u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/33.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":1.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/33-thumb.jpg"",""rating_count"":1,""recipes"":""""}",,,Extract Text - HTML (TAPoRware),This tool extracts text found within specific tags in an HTML document. It is part of the TAPoRware toolset; an XML version is also available. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.,Extract Text - HTML (TAPoRware),,https://tapor.ca/images/tools/0/33.jpg,1,85,,
34,"{""id"":34,""user_id"":null,""name"":""Extract Text - XML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool extracts text found within specific tags in an XML document. It is part of the TAPoRware toolset; an HTML version is also available.\u003c/p\u003e \u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/34.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":0.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/34-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Extract Text - XML (TAPoRware),This tool extracts text found within specific tags in an XML document. It is part of the TAPoRware toolset; an HTML version is also available. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.,Extract Text - XML (TAPoRware),,https://tapor.ca/images/tools/0/34.jpg,0,85,,
35,"{""id"":35,""user_id"":null,""name"":""Concordance - HTML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool finds the context for a specified word or pattern anywhere in an HTML document, and can be narrowed to only the text within specified tags. Users may specify the context length, and whether the tool returns the context length in words, sentences, lines or paragraphs. It is also available for XML and plain text documents, and is a part of the TAPoRware toolset.\u003c/p\u003e \u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/35.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":1.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/35-thumb.jpg"",""rating_count"":1,""recipes"":""""}",,,Concordance - HTML (TAPoRware),"This tool finds the context for a specified word or pattern anywhere in an HTML document, and can be narrowed to only the text within specified tags. Users may specify the context length, and whether the tool returns the context length in words, sentences, lines or paragraphs. It is also available for XML and plain text documents, and is a part of the TAPoRware toolset. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",Concordance - HTML (TAPoRware),,https://tapor.ca/images/tools/0/35.jpg,1,1,,
,,,,,,,,,,79,,
,,,,,,,,,,147,,
36,"{""id"":36,""user_id"":null,""name"":""Concordance - XML (TAPoRware)"",""detail"":""\u003cp\u003eThis tool finds the context for a specified word or pattern anywhere in an XML document, and can be narrowed to only the text within specified tags. Users may specify the context length, and whether the tool returns the context length in words, sentences, lines or paragraphs. It is also available for HTML and plain text documents, and is a part of the TAPoRware toolset.\u003c/p\u003e\u003cp\u003eThis tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/36.jpg"",""creators_name"":""Geoffrey Rockwell et. al."",""creators_email"":""grockwel@ualberta.ca"",""creators_url"":""http://geoffreyrockwell.com/"",""star_average"":0.0,""url"":"""",""last_updated"":""2020-10-08"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/36-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Concordance - XML (TAPoRware),"This tool finds the context for a specified word or pattern anywhere in an XML document, and can be narrowed to only the text within specified tags. Users may specify the context length, and whether the tool returns the context length in words, sentences, lines or paragraphs. It is also available for HTML and plain text documents, and is a part of the TAPoRware toolset.This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",Concordance - XML (TAPoRware),,https://tapor.ca/images/tools/0/36.jpg,0,1,,
