"id.tapor","label","description","id.wikidata","label.clean"
1257,"LibX","LibX is a Firefox or Chrome plugin that enables direct access to the user's library's resources, including support for Google Scholar, CiteULike, COinS, and xISBN. Users can search their library catalog(s) and databases through a search bar or through a context menu. Presently it is no longer supported on Chrome (and maybe also Firefox) but it is supported by Internet Explorer. The latest release was in 2013 so it might not be compatible with recent releases of Internet Explorer.","Q9368107","LibX"
1354,"LilyPond","LilyPond is text-based music engraving software, with specific text input conventions.","Q195946","LilyPond"
902,"LimeService","LimeService is basically the hosted version of the GNU licensed LimeSurvey. It is a survey service-platform to prepare, run and evaluate on-line surveys. Besides basic free usage you are always getting the full feature set with no monthly fees or subscription plans.I've used it before and found it to pretty robust.",NA,"LimeService"
903,"LimeSurvey","Online web survey tool written in PHP using MySQL, MSSQL or Postgres database. Multilingual site with demo, feature list, documentation [Open Source, GPL3]","Q1514978","LimeSurvey"
282,"Linear Modelling Kit","The Linear Modelling Kit was a tool for modelling structuralist ideas about narrative, intended for use in literature courses.",NA,"Linear Modelling Kit"
548,"Linguistic Inquiry and Word Count","LIWC does a detailed linguistic analysis of a piece of writing, looking at a variety of different factors withing that writing. It allows for a variety of different analyses,",NA,"Linguistic Inquiry and Word Count"
1376,"Linguistic Inquiry and Word Count (LIWC)","\"Linguistic Inquiry and Word Count (LIWC) is a text analysis software program...LIWC is able to calculate the degree to which people use different categories of words across a wide array of texts.\" Free and limited web analysis available.",NA,"Linguistic Inquiry and Word Count \(LIWC\)"
62,"Link Extractor - HTML (TAPoRware)","This tool extracts all the URLs, except image sources, in an HTML text. It also converts relative links to clickable absolute links.",NA,"Link Extractor - HTML \(TAPoRware\)"
1175,"LinkedIn SlideShare","SlideShare is a community for sharing presentations. You can use this free online service to share slides from a talk, share lesson plans, or disseminate information.","Q1426432","LinkedIn SlideShare"
553,"Linkurious Enterprise","Linkurious is a network analysis and visualization tool. It’s easy to use, and can be used with a variety of graph databases. It provides a variety of analytics and visualizations.","Q108810443","Linkurious Enterprise"
464,"Lippmannian Device to Gephi","The Lippmannian Device to Gephi is a free, web-based tool for converting the output of the Digital Methods Association's Googlescraper (Lippmannian Device) tool to a format suitable for Gephi visualization. From a Googlescraper file, it generates a GEXF file with defined nodes and weighted edges based on the queries and URLs in the original file. Once loaded into Gephi, the nodes can be resized to emphasize the most important query/URL combinations.",NA,"Lippmannian Device to Gephi"
495,"Lisp","LISP is a longstanding high-level programming language first developed in the late 1950s. Within the humanities, it was applied to computational linguistics and natural language processing research.","Q132874","Lisp"
31,"List Tags - HTML (TAPoRware)","This tool lists all tags found in an HTML document, either uploaded by the user or from a web address. It is part of the TAPoRware collection of tools; see List XML Elements for an XML tool with similar functionality.",NA,"List Tags - HTML \(TAPoRware\)"
73,"List Word Pairs - Beta (TAPoRware)","This tool lists all word pairs found in a document alphabetically, by frequency, by order of appearance, or in reversed alphabetical order. Users may specify restrictions to narrow the results. This tool is currently only available for plain text documents. It will strip all tags from HTML or XML documents and process them as if they were plain text.This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",NA,"List Word Pairs - Beta \(TAPoRware\)"
1,"List Words - HTML (TAPoRware)","This tool lists words in an HTML document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are XML and plain text versions available as well.This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",NA,"List Words - HTML \(TAPoRware\)"
30,"List Words - Plain Text (TAPoRware)","This tool lists words in an plain text document, either uploaded by the user or from a web address. List Words works with relatively small texts of under a megabyte in size. It is part of the TAPoRware collection of tools; there are XML and HTML versions available as well. This tool’s functionality has been incorporated into Voyant available online at www.voyant-tools.org.",NA,"List Words - Plain Text \(TAPoRware\)"
