"id","title","antragsteller","antragstellerId","fachlicheZuordnung","dates","projektText","dfgVerfahren","onset","terminus"
108216040,"Kritische Edition der Urkunden Kaiser Ludwigs des Frommen für die MGH-Diplomata","Professor Dr. Theo Kölzer","1141634","Mittelalterliche Geschichte","Förderung in 2009","Ziel ist die erstmalige kritische Edition der Urkunden Kaiser Ludwigs des Frommen (814- 840) für die Reihe der MGH-Diplomata und damit die Schaffung einer gesicherten Quellengrundlage für die letzte Phase des karolingischen Großreiches, in der sich für die Zukunft wegweisende Entwicklungen auf staatlichem, gesellschaftlichem und kirchlichem Gebiet abzeichneten. Diese diplomatische Grundlagenforschung ist auch jenseits des „discrimen veri ac falsi für alle Bereiche der fränkisch-karolingischen Geschichte von Bedeutung, die in jüngster Zeit verstärkt im Fokus der internationalen Forschung steht. Zugleich wird die letzte Editionslücke im Bereich der ostfränkisch-deutschen Herrscherurkunden bis zum frühen 12. Jh. geschlossen, was die Voraussetzung bietet für diachrone Untersuchungen aller Art.","Sachbeihilfen",2009,2009
108399894,"Bohemia-Online","Professor Dr. Martin Schulze Wessel","1408943","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Das Vorhaben umfasst die weitgehende Umstellung der Bohemia auf ein Open Access- Publikationsverfahren, ihre Langzeitarchivierung und Integration in einschlägige wissenschaftliche Internetangebote von Bibliothekskatalogen bis hin zu virtuellen Fachbibliotheken. Die Bohemia ist die international führende Zeitschrift im Bereich der historischen Forschung zur Geschichte der böhmischen Länder, der Tschechoslowakei und Tschechiens. Ziel ist es, die Zugänglichkeit der Zeitschrift zu verbessern und ihre Präsenz in der internationalen Fachdebatte zu optimieren. Die Möglichkeit, auf die Bohemia dauerhaft kostenfrei im Netz zuzugreifen, wird insbesondere Forschern und Lesern in Ostmitteleuropa zugute kommen. Nicht zuletzt geht es bei dem Projekt darum, die Akzeptanz des Online-Publizierens zu steigern und zur Entstehung qualitativ hochwertiger wissenschaftlicher Internetplattformen beizutragen, auf denen Texte langfristig verfügbar sein werden. Die für die Bohemia-online im Rahmen des Projekts aufzubauende Technik wird bereits Anforderungen berücksichtigen, die für die langfristig vorgesehene Einbeziehung der Zeitschrift in eine an der Bayerischen Staatsbibliothek in Planung befindliche Zeitschriftenplattform mit einem inhaltlichen Schwerpunkt auf geisteswissenschaftlichen Zeitschriften erfüllt sein müssen.","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
108481867,"Lehre in der Gartenkultur des 20. Jahrhunderts am Beispiel der Lehr- und Forschungsanstalt für Gartenbau in Berlin-Dahlem (LuFA)","Professor Dr. Gert Gröning","1076662","Kunstgeschichte
Städtebau/Stadtentwicklung, Raumplanung, Verkehrs- und Infrastrukturplanung, Landschaftsplanung","Förderung von 2008 bis 2011","Die vorliegenden Dokumente der Lehr- und Forschungsanstalt für Gartenbau in Berlin-Dahlem (fol-gend LuFA) stellen einen repräsentativen Querschnitt zur Entwicklung der Ausbildung von Fachleuten auf dem Gebiet der Gartenkultur und Freiraumentwicklung im 20. Jahrhundert dar. Die LuFA als älteste Ausbildungsstätte ihrer Art in Deutschland ging aus der 1823 eingerichteten Königlichen Gärtner- Lehranstalt zu Schöneberg und Potsdam hervor. Einer der bedeutendsten Gartenkünstler des 19. Jahrhunderts, Peter Joseph Lenne, gehörte zu deren Gründern. Erstmals erfolgte auf dem Gebiet der Gartenkultur eine fachlich fundierte, effiziente wissenschaftliche und praxisbezogene Ausbildung.Die vier Ziele des hier beantragten Projekts sind:1-Erschließung des vor der Vernichtung geretteten, einzigartigen Materials der im Besitz der Universi-tät der Künste Berlin befindlichen Abschlussarbeiten der LuFA der Jahrgänge 1919 bis 1971.2-Ordnung und EDV-gestützte archivarische Verzeichnung des Materials.3-Erstellung eines Findbuchs.4-Projektbegleitendes Verfassen eines Berichts zur wissenschaftlichen Bedeutung des Materials.Mit dem so geordneten, erschlossenen und archivarisch verzeichneten Material werden Grundlagen für gezielte Untersuchungen zur Lehre an dieser herausragenden Ausbildungsstätte geschaffen.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2008,2011
108605178,"Gesprächsforschung - Online-Zeitschrift für verbale Interaktion","Professor Dr. Arnulf Deppermann","1648354","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Die im Jahr 2000 gegründete Open-Access Online-Zeitschrift \"Gesprächsforschung\" () hat sich in der wissenschaftlichen Landschaft als das einzige deutschsprachige Forum etabliert, das auf die Publikation von Forschungsergebnissen, multimedialen Daten, Fachinformationen und methodisch-technologischen Innovationen im Bereich der Erforschung von Gesprächen in verschiedenen Disziplinen (v.a. Linguistik, Soziologie, Pädagogik, Psychologie, Sprechwissenschaft) spezialisiert ist. Die beantragte Förderung dient v.a. folgenden Zwecken:• der Unterstützung der Lektorats- und Layoutierungsarbeiten und der Sicherung des technischen Betriebs der Zeitschrift, die bisher fast ausschließlich aus Eigenmitteln der Herausgeber finanziert werden,• der verstärkten Internationalisierung der Zeitschrift durch die Förderung englischsprachiger Publikationstätigkeit,• der Aktualisierung der Publikationssoftware,• der Unterstützung der internen Kommunikation in der Redaktion und ihrer Außenkommunikation mit Gutachtern und Autoren.","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
108605398,"East Asian Science, Technology, and Medicine (EASTM) -Transformations- und Expansionshilfe-","Professor Dr. Hans Ulrich Vogel","1311908","Wissenschaftsgeschichte","Förderung von 2009 bis 2017","East Asian Science, Technology and Medicine (1975-1998: Chinese Science; 1999-2008: EASTM) ist die weltweit führende Zeitschrift auf dem Gebiet der Geschichte der Naturwissenschaften, Technologie und Medizin in Ostasien. Die Veröffentlichung erfolgt unter den Auspizien der International Society for the History of East Asian Science, Technology, and Medicine (ISHEASTM). Diese englischsprachige Zeitschrift publiziert Arbeiten zu Naturwissenschaften, Technik, Technologie und Medizin im traditionellen und zeitgenössischen Ostasien (China, Japan, Korea, Vietnam). Voraussetzungen für eine Aufnahme in EASTM sind neue, originäre Forschungsergebnisse, die auf einem eingehenden Studium von Primärquellen beruhen und die die Beziehungen und Interaktionen zwischen Naturwissenschaften, Technik, Technologie und Medizin einerseits und Gesellschaft, Politik, Wirtschaft, Kultur, Philosophie, Religion und Historiographie andererseits beleuchten oder die sich mit den disziplinären Traditionen oder dem Werk und Leben von Wissenschaftlern, Technikern und Medizinern in Ostasien beschäftigen, Ein anonymes Gutachtungsverfahren sichert die Qualität der Veröffentlichungen. Die Förderung der DFG dient dazu, den Aktionsradius dieser internationalen Zeitschrift auszuweiten, wobei sie insbesondere Nachwuchskräften sowie Historikern und Wissenschaftlern in den weniger entwickelten Teilen der Welt besser zugänglich gemacht werden soll. Dieses Ziel soll durch elektronische Publikation, dauerhafte elektronische Archivierung und Unterstützung der Open-access Politik erreicht werden.","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",2009,2017
108645793,"Turkic Languages -Expansionshilfe-","Professor Dr. Hendrik Boeschoten","1782698","Islamwissenschaften, Arabistik, Semitistik","Förderung von 2009 bis 2016","Die seit 1997 im Verlag Harrassowitz, Wiesbaden, erscheinende Zeitschrift \"Turkic Languages\" ist eine dem wissenschaftlichen Studium der türkischen Sprachen gewidmete internationale Zeitschrift. Sie wurde gegründet, um dem schnell wachsenden wissenschaftlichen Interesse für die Sprachen der türkischsprachigen Welt entgegenzukommen und um die Entwicklung der sprachwissenschaftlichen Turkologie zu fördern. Konzipiert ist sie als ein gemeinsames Forum für alle auf dem betreffenden Gebiet seriös arbeitenden Sprachwissenschaftler verschiedener theoretischer Ausrichtungen. Die Redaktion fühlt sich sowohl der Tradition als auch der Innovation verpflichtet. Sie erstrebt die Behandlung einer Fülle von Themen, die eine breite sprachwissenschaftliche Leserschaft interessieren. Neben Aufsätzen, Rezensionsartikeln und Besprechungen enthält die Zeitschrift auch Berichte über Projekte, Konferenzen und andere wissenschaftliche Aktivitäten.","Publizieren und Lizenzieren (Wiss. Literaturversorgung und Informationssysteme)",2009,2016
108830524,"Die zeitgenössischen Kommentare zu Goyas Caprichos - Edition, Übersetzung, Deutung","Professor Dr. Helmut C. Jacobs","20170094","Europäische und Amerikanische Literaturen
Kunstgeschichte","Förderung von 2009 bis 2015","Neben Picasso gilt Francisco de Goya y Lucientes (1746-1828) als einer der bedeutendsten Maler Spaniens. Im Bewusstsein einer breiten Öffentlichkeit repräsentiert er die spanische Kunst des 18. Jahrhunderts wie der ersten Jahrzehnte des 19. Jahrhunderts. Zu Goyas wichtigsten und am häufigsten international rezipierten Werken zählen ohne Zweifel die 1799 erschienenen Caprichos, ein Zyklus von achtzig Radierungen. Viele der Radierungen sind so vieldeutig und voller verborgener Anspielungen, dass sich schon Goyas Zeitgenossen veranlasst sahen, zu den Blättern handschriftliche Deutungen und Kommentare zu verfassen, die wie die Blätter selbst lange Zeit unter der Hand kursierten und durch Abschriften verbreitet wurden. Die in zahlreichen Varianten überlieferten Versionen der handschriftlichen Kommentare zu den achtzig Caprichos stellen deren nachweislich früheste Rezeption dar. Das Textkorpus dieser über fünfzig handschriftlichen Kommentare und über fünfzig Typoskripte aus dem 19. und frühen 20. Jahrhundert soll erstmals kritisch ediert, ins Deutsche übersetzt und gedeutet und erläutert werden.","Sachbeihilfen",2009,2015
108891287,"Digitalisierung und Volltextsuche urheberrechtsfreier Materialien im Rahmen des Projekts \"Erschließung der türkischen Forschungsbibliothek Jakob Landau\"","Islamwissenschaften, Arabistik, Semitistik",NA,"Islamwissenschaften, Arabistik, Semitistik","Zur Homepage","Keine Zusammenfassung vorhanden","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
108993668,"Cholera: Health and Hygiene in Nineteenth Century - Japan","Dr. Bettina Gramlich-Oka","108993652","Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft","Förderung von 2008 bis 2009","Das Projekt ‘Cholera: Health and Hygiene in Nineteenth Century Japan’ untersucht die ideologischen, politischen und sozialen Unterschiede der Choleraepidemien während des neunzehnten Jahrhunderts in Japan. Die Erfahrungen mit der Cholera vor und nach der Meiji Restauration (1868), die die Wasserschneide zwischen der Frühmoderne und Moderne repräsentiert, werden in Bezug auf die sich verändernde Beziehung vom Individuum und dem Staat nachgezeichnet. Dies vollzieht sich anhand einer integrierten Analyse der Quellen, die medizinische Traktate, Regierungsverordnungen, und Reaktionen der Bevölkerung darstellt und auswertet. Das Projekt wird verdeutlichen, wie Cholera, die oft als „Mutter der Hygiene“ bezeichnet wird, eines der Triebwerke für die neue Meiji Regierung war, „nationale“ Subjekte zu schaffen.","Sachbeihilfen",2008,2009
109055449,"Die Informationsstruktur in älteren indogermanischen Sprachen: Erweiterung des Korpus","Professorin Dr. Rosemarie Lühr","1172389","Historische Linguistik","Förderung von 2009 bis 2016","Die Informationsstruktur (= IS) der indogermanischen Korpussprachen Hethitisch, Altindisch, Griechisch, Latein soll systematisch vergleichend auf zwei Fragen hin untersucht werden: 1) Vollzieht sich ein Wandel von diskursorientierten zu syntaxorientierten Sprachen? 2) Wie erfüllen diese Sprachen, die wohl keine dem deutschen Vorfeld, Mittelfeld und Nachfeld entsprechende Feldergliederung haben, die solchen Feldern zukommenden IS-Aufgaben? Dazu werden zusammenhängende Texte einheitlich mit EXMARaLDA multimodal nach IS-relevanten Kriterien wie auch nach grammatischen Funktionen (z.B. Subjekt, Objekt) getaggt und die Daten in eine Datenbank (ANNIS) überführt. Die an Sprachen wie Deutsch, Englisch, Ungarisch gewonnenen IS-Kategorien müssen dabei modifiziert werden. Auch werden die Hypothesen zum IS-Status von Fokus-Hintergrund- oder Topik-Kommentar-Einheiten durch Tests, die auf der Textumgebung operieren, und durch semantische Analysen gestützt; denn es gibt keine eindeutigen morphologischen oder syntaktischen Markierungen der IS-Einheiten, und auch die Satzprosodie kann meist nur indirekt erschlossen werden. Da jedoch im Altindischen Kontrastakzente nachweisbar sind, wird von den unterschiedlichen Fokusdefinitionen diejenige angewendet, die in Neuinformations- und Kontrastfokus trennt. Die quantitativ-statistische Auswertung aller Daten erlaubt dann Schlüsse auf die IS des Indogermanischen. Das Material wird öffentlich zugänglich gemacht (Internet) und die Ergebnisse in Buchform repräsentiert.","Sachbeihilfen",2009,2016
109055879,"Serbizität in Bosnien-Herzegowina zwischen Dialektloyalität und Ethnozentrismus","Professor Dr. Christian Voß","1724408","Einzelsprachwissenschaften","Förderung von 2009 bis 2011","Die „ethnischen Säuberungen“ im Bosnien-Krieg 1992-1995 und die Einrichtung zweier ethnisch basierter Entitäten stellen Bosnien-Herzegowina in eine Reihe mit Nordirland und dem Libanon und werfen die Frage auf, ob und wie Sprachgebrauch in fragmentierten Nachkriegsgesellschaften intralingual ethnisch markiert wird. Unser Erkenntnisinteresse zielt auf die rezente sprachliche Divergenz, die heute die supraethnische Akkommodation und die bosnische Variantenneutralität (zwischen Kroatisch und Serbisch) aus jugoslawischer Zeit ablöst. Mit Hilfe von matched guise-Tests sollen im Zentrum der Republika Srpska Banja Luka sprachliche Selbst- und Fremdwahrnehmung von Muslimen, Kroaten und Serben und somit erstmals Sprachwandel in Ex-Jugoslawien als Bottom-Up- Prozess analysiert werden. Hierfür fokussieren wir die Sprachattitüden bosnischer Serben, da ihre Identität zwischen Belgrad-orientiertem Ethnozentrismus und lokalpatriotischer Dialektloyalität die komplexeste ist. Das Projekt besitzt in zweifacher Hinsicht hohe politische Relevanz: Einerseits ist Sprache nach Giles/Sachdev 2004 Indikator für Integrationsbereitschaft bzw. Segregationspotenzial einer Gesellschaft und hat hohe Aussagekraft für die Nachhaltigkeit der aufwändigen Bosnien- Kriegsrückkehrerprogramme der UNO, aber auch für die serbische nationale Frage und somit die Befriedung des Westbalkans. Andererseits lässt sich gerade in Bosnien-Herzegowina zeigen, wie weit die Ausdifferenzierung der Nachfolgesprachen des Serbokroatischen gediehen ist und welche Konsequenzen sich hieraus für die EU-Sprachenpolitik im Südost-Erweiterungsprozess ergeben.","Sachbeihilfen",2009,2011
109076263,"Diskursanalyse des öffentlichen Sprachgebrauchs der Weimarer Republik","Professor Dr. Martin Wengeler","1588829","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Förderung von 2009 bis 2014","Bisher wurde die Weimarer Republik in der Sprachwissenschaft lediglich als Vorphase der Sprache des bzw. im Nationalsozialismus und nicht als eigenständige, für die Sprachgeschichte bedeutsame Periode aufgefasst. Das Forschungsvorhaben will deshalb die bisher nicht aufgearbeitete Geschichte des öffentlichen Sprachgebrauchs bzw. der öffentlichen Diskurse in der Weimarer Republik nachzeichnen. In Abgrenzung zu reinen Wortschatzstudien und um Forderungen nach einer pragmatisch orientierten Sprachgeschichtsschreibung zu erfüllen, ist das Projekt als „Diskursgeschichte“ auf umfangreicher Quellenbasis konzipiert. Über neue Erkenntnisse zu sprachgeschichtlichen Fragestellungen hinaus ist mit dem Projekt ein interdisziplinärer Beitrag zu einer deutschen Kulturgeschichte angestrebt.","Sachbeihilfen",2009,2014
109362884,"Familienwerte im gesellschaftlichen Wandel: Die US-amerikanische Familie im 20. Jahrhundert","Professorin Dr. Isabel Heinemann","101086775","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)","Förderung von 2009 bis 2017","Was ist Familie, was soll sie idealerweise sein? Die moderne Kleinfamilie mit Vater, Mutter, Kind oder eine mehrere Generationen vereinende Großfamilie? Entsprechen die alleinerziehende Mutter und ihre Kinder noch diesem Ideal, der geschiedene Partner und seine neue Ehefrau, die Patchwork-Familie, die gleichgeschlechtliche Partnerschaft? Im Zentrum dieser Frage, die im Verlauf des 20. Jahrhunderts je nach Standpunkt des Betrachters durchaus unterschiedlich beantwortet werden konnte, steht das amerikanische Familienideal (\"family values, family ideal\"). Grob gesagt existierte in der US-amerikanischen Gesellschaft im Untersuchungszeitraum ein dominantes Familienleitbild, dasjenige der \"white middle class nuclear family\". Es zeigt sich jedoch, dass in Reaktion auf wirtschaftliche, soziale und kulturelle Umbrüche (z.B. Bedeutungsverlust der Familie als ökonomischer Einheit und später des Mannes als Alleinernährer, Frauenemazipation und weibliche Berufstätigkeit, Abbau der Rassendiskriminierung bei gleichzeitiger Sozialpathologisierung der afro-amerikanischen Familien, Ausbreitung des religiösen Fundamentalismus und der radikalen Rechten, Erfolge der Lesben- und Schwulenbewegung) immer wieder Modifikationen und Anpassungen der Norm ausgehandelt wurden. Dies geschah unter anderem in öffentlichen Debatten über Ehescheidung, Abtreibung, Frauenarbeit und die Struktur der afroamerikanischen Familie. Die Grundannahme der Untersuchung ist, dass Kontinuität und Wandel der Familienvorstellungen Rückschlüsse auf tiefergehende Wandlungsprozesse innerhalb der modernen Gesellschaft erlauben. Erstens ist die Familie noch immer als wichtigste Mikroeinheit der Gesellschaft nach dem Individuum akzeptiert. Zweitens entfaltete das Familienideal der weißen Middle Class im 20. Jahrhundert eine prägende Wirkung für alle US-Amerikaner und diente als Projektionsfläche von Integrations- und Aufstiegshoffnungen, inspirierte aber auch Diversifizierungs- und Abgrenzungsstrategien. Diese Ambivalenz und die Tatsache, dass jedermann sich zum vorherrschenden Familienideal verhalten muss, prädestinieren die diachrone Analyse von Familienvorstellungen als geeigneten Weg einer Sondierung gesellschaftlichen Wandels in einer modernen Gesellschaft. Zentrale Untersuchungsachsen bilden hierbei die Begriffe Gender, Race/Ethnie, Religion und Wertewandel. Eingebettet wird die Untersuchung in sozial-, kultur- und diskursgeschichtliche Einzelanalysen.","Emmy Noether-Nachwuchsgruppen",2009,2017
109403759,"Allgemeine und Vergleichende Literaturwissenschaft","Professor Dr. Jörn Steigerwald","100062214","Europäische und Amerikanische Literaturen","Förderung von 2009 bis 2012","Das Ziel des Heisenberg-Programms ist es, herausragenden Wissenschaftlerinnen und Wissenschaftlern, die alle Voraussetzungen für die Berufung auf eine Langzeit-Professur erfüllen, zu ermöglichen, sich auf eine wissenschaftliche Leitungsfunktion vorzubereiten und in dieser Zeit weiterführende Forschungsthemen zu bearbeiten. In der Verfolgung dieses Ziels müssen nicht immer projektförmige Vorgehensweisen gewählt und realisiert werden. Aus diesem Grunde wird bei der Antragstellung und auch später bei der Abfassung von Abschlussberichten - anders als bei anderen Förderinstrumenten - keine \"Zusammenfassung\" von Projektbeschreibungen und Projektergebnissen verlangt. Somit werden solche Informationen auch in GEPRIS nicht zur Verfügung gestellt.","Heisenberg-Stipendien",2009,2012
109444849,"Alltag und Geschlecht im Spätmittelalter","Professorin Dr. Cordula Nolte","1522950","Mittelalterliche Geschichte","Förderung von 2009 bis 2011","Ein Ziel der internationalen mediävistischen Geschlechterforschung ist gegenwärtig, mit dem Konzept des „Gendering the Middle Ages“ einen neuen Zugang zur gesamten mittelalterlichen Geschichte zu erhalten. Das Projekt treibt dieses Vorhaben auf zweifache Weise voran. Zunächst bündelt eine Monographie die laufenden gender-orientierten Forschungen verschiedener Fachrichtungen und führt unter dem Vorzeichen „Geschlecht“ in die Sozial- und Kulturgeschichte des Mittelalters (6. bis Anfang 16. Jh.) ein. Die zur Niederschrift erforderlichen Vorarbeiten sind weitgehend abgeschlossen. Ausgehend von diesem interdisziplinär zugeschnittenen Band mit Überblickscharakter widmet sich eine zweite Monographie mit eigenen vergleichenden Forschungen der Thematik „Alltag und Geschlecht im Spätmittelalter“. Im Mittelpunkt steht hier das alltägliche Miteinander von „Menschen beiderlei Geschlecht“ (homines utriusque sexus) in zwei verschiedenen spätmittelalterlichen „Lebenswelten“: im städtisch-bürgerlichen Milieu und an Adelshöfen vornehmlich des Reichs, aber auch Burgunds, Frankreichs und Englands. Neu sind dabei sowohl der komparatistische Zugriff als auch die Verknüpfung von Geschlechter- und Alltagsgeschichte mit einer körpergeschichtlichen Perspektive, die den Brückenschlag zur Literaturwissenschaft, Archäologie und Anthropologie ermöglicht.","Sachbeihilfen",2009,2011
109464764,"Vom Samentierchen zur Spermientechnologie: Eine Kulturgeschichte des Spermas, 1776-1945","Dr. Florence Vienne","109464755","Wissenschaftsgeschichte","Förderung von 2009 bis 2013","Das Projekt verfolgt mit einem begriffshistorischen sowie praxisbezogenen Ansatz die Geschichte des Spermas vom späten 18. bis zur Mitte des 20. Jahrhunderts. Anhand dieses bislang wenig beachteten Schlüsselobjekts der Biologie und Medizin lässt sich nicht nur die Entstehung des modernen Verständnisses von Zeugung und Vererbung betrachten; es ergeben sich damit auch neue Perspektiven auf wesentliche kulturelle und politische Veränderungen der Moderne, insbesondere hinsichtlich der Deutung des Geschlechterverhältnisses. Im ersten Teil des Projekts wird die Entstehung der „modernen“ Vorstellung des Spermas in der Biologie verfolgt. Im Verlauf des 19. Jahrhunderts wandelten sich die Spermatozoen von „Parasiten“ des Samens schrittweise zu Keimzellen und Trägern der väterlichen Vererbungsmaterie. Der zweite Projektteil beschreibt die Entwicklung medizinischer Versuche und Verfahren, die zwischen den 1880er Jahren und 1945 die Befruchtungsfähigkeit von Spermatozoen zum Gegenstand hatten. Dabei wird insbesondere der Einfluss der Eugenik und der Biopolitik des NS-Regimes untersucht. Anhand der auf die Samenzellen bezogenen Forschung soll gezeigt werden, wie sich Techniken zur Manipulation der Fortpflanzung herausbildeten, die schließlich zur Grundlage der heutigen Reproduktionsmedizin wurden.","Sachbeihilfen",2009,2013
109485439,"Bibliotheken und Archive im Verbund mit der Forschung: Die Ursprünge der Archäologie als akademische Disziplin im 18. Jahrhundert: Christian Gottlob Heynes Göttinger Vorlesung \"Über die Kunst der Antike\" und ihre Quellen","Klassische Archäologie",NA,"Klassische Archäologie","Zur Homepage","Das Projekt beleuchtet die Entstehungsphase der Archäologie als einer wissenschaftlichen Disziplin in der zweiten Hälfte des 18. Jahrhunderts. Im Mittelpunkt steht die Archäologie-Vorlesung, die Chr. G. Heyne seit 1767 an der Universität Göttingen hielt. Schon seinen Zeitgenossen galt diese Veranstaltung als entscheidender Schritt zur Etablierung der Archäologie als eines systematisch strukturierten universitären Lehrfaches. Zentrales Element der Heyne'schen Konzeption war die umfassende Verarbeitung der zu seiner Zeit vorliegenden und durch ihn in der Göttinger Universitätsbibliothek außerordentlich vollständig gesammelten altertumswissenschaftlichen Literatur.Durch die Digitalisierung, Transkription und Inhaltserschließung von Vorlesungsmitschriften und die parallele Digitalisierung und Indexierung der zitierten Werke und Abbildungen wird Heynes Lehrveran-staltung als Kristallisationspunkt des archäologischen Wissens seiner Zeit erkennbar. Alle digitalisier-ten Materialien werden unter Einsatz aktueller Technologien (Semantic Web) integraler Bestandteil einer durch Interaktion der Nutzer geprägten Wissenschaftsinfrastruktur.Der hier vorliegende Ergänzungsantrag wird wegen eines Fehlers im bereits bewilligten Hauptantrag (Schreiben der DFG vom 13.7.2009; GZ INST 1516/36-1) gestellt. Die dort unter 4.1b benannten Mittel für wissenschaftliche und studentische Hilfskräfte werden im Umfang von jeweils 19 Stunden im Monat beantragt anstatt der eigentlich notwendigen 19 Stunden in der Woche. Auf diesem Wege wird deshalb die im Folgenden genauer spezifizierte Differenz zwischen den bereits bewilligten Mitteln für Hilfskräfte und dem tatsächlich erforderlichen Arbeitszeitvolumen nachbeantragt.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",NA,NA
109526480,"Bibliotheken und Archive im Verbund mit der Forschung: Digitales Ortsnamenbuch Online","Professor Dr. Albrecht Greule","1077708","Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen","Förderung von 2009 bis 2012","Durch die Entwicklung eines Prototyps eines „Digitalen Ortsnamenbuchs Online\" wird sowohl dem Fachpublikum wie Sprachwissenschaftlern, Dialektologen oder Historikern, als auch allen Interessen-ten ein rascher sowie unkomplizierter und damit benutzerfreundlicher Zugang zu wissenschaftlich fundierten Informationen über die rezente Mundartaussprache (in Form von online abrufbaren Audiodateien) sowie die sprachliche Herkunft und Bedeutung von Ortsnamen ermöglicht.Die Integration in das Informationsangebot der Bayerischen Landesbibliothek Online (BLO), die Erweiterung mit digitalisiertem Quellenmaterial und einem Tool zur benutzerdefinierten, interaktiven Kartengenerierung nach bestimmten sprachwissenschaftlichen und geographischen Kriterien (beispielsweise nach Grundwörtern und/oder Ableitungssuffixen mit Gewässern und/oder Höhenprofilen) schafft ein historisch-philologisch-geographisches Informationssystem, das weit über rein sprachwissenschaftliche Aspekte hinaus geht, die toponomastischen Forschungsergebnisse für andere Wissen-schaftsdisziplinen in digitalisierter Form nutzbar macht und auf vergleichbare Internetangebote über-tragbar ist. Ihr Interesse an einem technisch adaptierbaren Digitalen Ortsnamenbuch Online haben bereits das Land Baden-Württemberg für das dort geplante historisch-landeskundliche Online-Informationssystem bekundet sowie die Bundesländer Hessen, Rheinland-Pfalz, Saarland und Sachsen, für die zum großen Teil bereits gedruckte historisch-philologische Ortsnamenbücher vorliegen.Über die BLO hinaus werden die Daten in übergreifende Nachweissysteme wie die Deutsche Digitale Bibliothek und die europeana eingebunden sowie eine Nutzung durch Alexandria Digital Library möglich gemacht.","Digitalisierung und Erschließung (Wiss. Literaturversorgung und Informationssysteme)",2009,2012
109772391,"Katalogisierung und vorläufige Inhaltsangabe von etwa 300 handschriftlichen medizinischen Büchern des 18. bis frühen 20. Jahrhunderts aus China","Professor Dr. Paul Ulrich Unschuld","1307032","Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft","Förderung von 2009 bis 2012","Die DFG hat im Laufe der vergangenen Jahre ein langfristiges und umfangreiches Projekt zur Katalogisierung und vorläufigen Inhaltsangabe von nun insgesamt 881 handschriftlichen heilkundlichen Schriften des 17. bis frühen 20. Jahrhunderts im Besitz der Stiftung Preussischer Kulturbesitz (verteilt auf das Ethnologische Museum Berlin Dahlem: 58 Titel, und die Staatsbibliothek zu Berlin: 823 Titel) gefördert. Dieses Projekt wird termingerecht im März des Jahres 2011 abgeschlossen werden können, mit Ausnahme der bereits im Antrag für das Projekt erwähnten und in den Vorgängerprojekten teilweise fertig gestellten Indices. In dem hier eingereichten Fortsetzungsantrag werden daher zusätzlich für vier Monate Mittel beantragt, um die für die Benutzung des umfangreichen Katalogs erforderlichen Indices zu erstellen. Bei einem Umfang von ca. 2300 Seiten Katalog und zusätzlich etwa 200 Seiten Einleitung sind solche Indices unverzichtbar.","Sachbeihilfen",2009,2012
